ID,age,profile_gender,tprofile_GOR,profile_education_level,tprofile_gross_household,ethnicity_R,tparent_1,tparent_2,tparent_97,tparent_98,Vote2019R,pastvote_EURef,new_socgrade,politics_scale_profile_update,respdate,W8,page1consentq,page2values1,page2values1_1,page2values1_2,page2values1_3,page2values1_4,page2values1_5,page2values1_6,page2values1_7,page2values1_8,page2values1_9,page2values1a,page2values1a_1,page2values1a_2,page2values1a_3,page2values1a_4,page2values1a_5,page2values1a_6,page2values1a_7,page2values1a_8,page2values1a_9,page3_splitgroups,page3vid_control,page3vid_threat,page3vid_hope,page3vid_justice,page4posttreatment1,page4posttreatment1_1,page4posttreatment1_2,page4posttreatment1_3,page4posttreatment1_4,page4posttreatment2,page4posttreatment2_1,page4posttreatment2_2,page4posttreatment2_3,page4posttreatment2_4,page4posttreatment2_5,page4posttreatment2_6,page4posttreatment3,page4posttreatment3_1,page4posttreatment3_2,page4posttreatment3_3,page4posttreatment3_4,page4posttreatment3_5,page4posttreatment3_6,page4posttreatment3_7,page4posttreatment3_8,page4posttreatment3_9,page4posttreatment3_10,page4posttreatment3_11,page4posttreatment3_12,page4posttreatment3_13,page4posttreatment3_14,page4posttreatment3_15,page4posttreatment3_16,page4posttreatment3_17,page4posttreatment3_18,page4posttreatment3_19,page4posttreatment3_20,page4posttreatment5,page4posttreatment5_1,page4posttreatment5_2,page4posttreatment5_3,page4posttreatment5_4,page4posttreatment5_5,page4posttreatment5_6,page5posttreatment6,page5posttreatment6_1,page5posttreatment6_2,page5posttreatment6_3,page5posttreatment6_4,page5posttreatment6_5,page5posttreatment6_6,page5posttreatment6_7,page5posttreatment6_8,page5posttreatment6_9,page5posttreatment6_10,page5posttreatment6_11,page5posttreatment6_12,page5posttreatment7_1,page5posttreatment7_2,page5posttreatment7_3,page5posttreatment7_4,page5posttreatment7_5,page5posttreatment7_6,page5posttreatment7_7,page5posttreatment7_8,page6posttreatment8,page6posttreatment8_1,page6posttreatment8_2,page6posttreatment8_3,page6posttreatment9scale,page6posttreatment9scale_strangers,page6posttreatment9ascale,page6posttreatment9ascale_government,page6posttreatment9bscale,page6posttreatment9bscale_parliament,page6posttreatment10,page6posttreatment10_1,page6posttreatment10_2,page6posttreatment10_3,page6posttreatment10_4,page6posttreatment10_5,page6posttreatment10_6,page6posttreatment11,page6posttreatment11_1,page6posttreatment11_2,page6posttreatment11_3,page6posttreatment11_4,page6posttreatment11_5,page6posttreatment11_6
336,36,1,7,18,15,2,2,2,1,2,3,1,1,5,4/24/2024,.542700308,1,1,5,5,4,2,4,6,6,6,3,1,2,2,4,4,3,5,4,4,4,3,-9,-9,1,-9,1,8,1,10,5,1,4,3,4,6,1,1,1,2,2,6,6,2,1,4,4,6,4,4,2,2,1,2,4,4,1,5,6,1,2,1,1,5,4,1,1,7,1,1,7,7,1,7,1,7,1,5,1,1,1,1,2,2,2,2,2,1,2,1,2,1,6,1,0,1,3,1,5,5,5,5,5,5,1,2,2,4,2,3,2
337,84,1,8,17,5,1,2,1,2,2,2,2,1,3,4/23/2024,.64258135,1,1,5,5,5,5,5,4,5,3,3,1,5,4,5,2,4,5,2,2,3,3,-9,-9,1,-9,1,11,8,10,9,1,4,6,1,1,5,6,1,1,1,7,7,4,2,5,5,6,3,6,3,2,1,6,6,2,6,5,5,1,2,1,2,2,4,2,1,7,1,2,6,6,1,5,1,6,6,6,2,2,1,1,1,2,1,2,2,1,4,6,2,1,5,1,1,1,2,1,5,4,4,4,3,4,1,5,5,3,4,3,3
338,67,1,5,15,3,1,2,1,2,2,1,2,2,8,4/24/2024,2.065803864,1,1,3,3,4,4,4,3,3,3,3,1,4,5,4,3,3,3,2,1,1,4,-9,-9,-9,1,1,1,3,1,6,1,4,4,5,4,3,4,1,2,2,5,5,6,6,1,1,7,7,1,2,4,4,4,4,4,6,3,3,1,6,7,5,4,4,4,1,3,7,7,1,1,7,4,4,1,7,1,7,2,2,2,2,2,2,1,2,1,5,4,6,1,1,1,2,1,1,1,3,3,3,3,5,4,1,4,4,4,6,4,3
339,72,2,8,9,17,1,2,1,2,2,7,2,2,5,4/24/2024,.71762139,1,1,5,5,2,3,3,3,5,2,2,1,3,2,3,2,1,3,1,2,1,2,-9,1,-9,-9,1,6,5,9,3,1,4,4,3,3,4,5,1,3,2,6,6,4,4,4,4,4,6,3,4,3,5,4,3,3,3,5,5,1,4,4,5,4,4,4,1,7,2,3,2,5,3,6,1,4,3,3,4,2,1,2,2,2,2,2,2,1,5,4,5,1,6,1,3,1,997,1,3,3,3,4,3,4,1,4,2,2,4,2,2
340,66,2,8,16,15,1,2,1,2,2,1,1,1,5,4/23/2024,.757650643,1,1,5,4,4,3,5,5,5,1,5,1,5,3,4,5,3,3,3,2,2,4,-9,-9,-9,1,1,7,8,7,6,1,4,4,4,2,4,5,1,3,3,5,5,3,3,5,5,2,3,4,5,2,3,5,4,5,4,5,5,1,4,4,3,3,4,3,1,6,3,4,5,5,3,6,4,5,3,4,3,1,1,2,1,2,2,2,2,1,4,3,5,1,6,1,5,1,6,1,3,3,3,4,3,3,1,2,5,3,4,3,4
341,32,2,9,17,17,1,2,2,1,2,3,1,1,2,4/23/2024,.523901714,1,1,4,4,3,2,4,6,5,3,6,1,3,2,4,6,3,4,5,1,2,2,-9,1,-9,-9,1,10,1,7,4,1,3,5,2,3,5,6,1,1,2,5,5,6,2,2,2,6,6,5,5,2,1,5,6,3,2,3,5,1,2,3,2,3,2,6,1,7,2,7,5,2,6,7,2,2,5,5,6,2,2,1,2,1,2,2,2,1,6,1,6,1,3,1,3,1,3,1,3,3,3,1,1,1,1,5,5,3,5,2,5
342,77,1,8,1,17,1,2,2,1,2,1,2,1,6,4/23/2024,.889680068,1,1,5,5,6,5,6,6,5,4,4,1,5,5,5,6,4,4,1,2,2,1,1,-9,-9,-9,1,7,6,6,4,1,5,4,2,1,6,6,1,3,3,7,6,7,6,2,2,6,6,2,2,5,3,7,7,6,4,6,6,1,5,6,6,6,6,2,1,3,5,5,2,1,4,6,5,4,4,1,6,2,2,1,1,2,2,2,2,1,6,3,6,1,6,1,6,1,4,1,1,2,2,4,4,3,1,5,4,3,6,4,6
343,30,2,5,15,17,1,2,2,1,2,2,1,2,2,4/23/2024,.939268697,1,1,5,6,4,4,6,6,6,3,2,1,5,3,5,6,3,4,3,2,2,2,-9,1,-9,-9,1,10,7,9,7,1,1,2,1,2,5,6,1,5,5,6,6,5,5,6,5,6,5,5,4,3,1,7,7,2,2,7,7,1,3,5,2,6,6,5,1,7,4,1,6,5,2,7,2,5,1,2,4,2,1,1,2,2,1,2,2,1,3,5,7,1,3,1,5,1,3,1,3,3,3,3,1,3,1,4,5,5,5,5,5
344,63,1,9,11,7,1,2,1,2,2,2,1,1,2,4/23/2024,.426637719,1,1,5,6,5,2,6,4,6,5,2,1,5,2,5,5,6,6,2,4,5,1,1,-9,-9,-9,1,8,7,11,5,1,1,1,1,1,5,6,1,2,3,7,7,5,2,4,4,7,6,4,2,4,2,4,5,4,4,5,5,1,2,2,1,5,7,2,1,7,1,1,7,6,3,7,1,6,2,4,4,1,1,1,1,1,1,2,2,1,2,1,6,1,5,1,1,1,4,1,1,3,4,3,3,3,1,2,3,2,6,5,4
345,76,1,9,1,9,1,2,1,2,2,1,4,2,5,4/23/2024,.963380194,1,1,5,5,3,2,4,1,5,3,3,1,2,1,1,2,1,2,2,2,1,1,1,-9,-9,-9,1,6,11,9,4,1,1,1,1,1,5,4,1,2,2,6,6,7,1,2,2,6,6,2,2,3,5,6,4,6,6,2,4,1,7,7,6,2,2,6,1,2,2,4,4,1,7,1,1,4,4,2,7,2,2,1,1,2,2,2,2,1,6,2,7,1,3,1,5,1,997,1,5,5,5,5,4,3,1,6,5,4,6,7,7
346,68,2,3,1,4,1,2,1,2,2,1,2,1,4,4/23/2024,1.431485531,1,1,2,4,3,3,3,3,3,2,2,1,5,5,3,5,3,2,2,2,2,3,-9,-9,1,-9,1,6,9,6,5,1,4,4,4,2,6,6,1,4,3,4,5,5,4,5,5,5,5,4,4,4,2,6,5,6,2,5,5,1,6,6,1,5,4,6,1,6,1,6,4,4,4,6,6,2,6,2,6,1,1,1,1,2,1,2,2,1,4,6,6,1,2,1,5,1,5,1,1,1,1,4,4,4,1,4,5,4,5,4,4
347,50,2,7,16,7,1,2,2,1,2,7,3,1,3,4/24/2024,.375263753,1,1,5,4,5,2,4,4,3,2,2,1,4,3,3,5,1,3,1,2,1,1,1,-9,-9,-9,1,11,10,11,3,1,2,4,4,3,5,7,1,1,1,4,7,3,2,4,4,4,4,6,7,4,2,6,7,4,3,4,4,1,4,4,4,4,5,4,1,5,4,2,5,4,1,6,2,4,3,4,3,2,1,1,2,2,2,2,2,1,6,3,2,1,5,1,0,1,4,1,3,5,5,1,5,3,1,5,4,5,5,5,7
348,64,1,4,15,17,1,2,1,2,2,1,2,1,4,4/24/2024,1.098765665,1,1,4,3,5,5,4,4,5,3,3,1,5,5,5,3,3,4,3,4,4,1,1,-9,-9,-9,1,8,7,8,8,1,5,6,6,3,4,6,1,2,1,7,6,6,2,3,3,6,6,6,2,5,5,6,6,5,5,4,5,1,6,6,2,5,6,6,1,6,2,6,4,6,2,6,2,6,2,2,6,2,2,2,2,2,2,1,2,1,2,2,6,1,9,1,0,1,0,1,3,3,2,4,3,3,1,2,5,6,2,6,2
349,79,1,8,18,17,1,2,1,2,2,1,2,1,2,4/24/2024,.702147387,1,1,5,5,5,5,5,4,5,2,4,1,5,4,6,4,4,4,3,3,2,2,-9,1,-9,-9,1,4,4,4,5,1,2,3,2,3,4,3,1,3,4,5,5,4,5,4,5,5,5,5,4,3,2,5,5,6,5,4,3,1,3,7,5,5,5,3,1,6,1,7,1,1,6,5,2,1,6,2,6,2,2,1,2,2,2,2,2,1,5,2,5,1,5,1,3,1,3,1,3,3,1,1,4,5,1,5,3,1,3,1,3
350,32,1,7,17,11,1,2,2,1,2,2,1,1,2,4/23/2024,.596194729,1,1,4,5,2,2,6,6,6,4,6,1,2,2,5,6,5,6,6,6,5,1,1,-9,-9,-9,1,11,1,11,7,1,7,6,5,1,2,1,1,3,3,7,7,5,1,6,5,7,7,6,4,2,1,7,7,2,1,7,7,1,1,1,1,4,7,1,1,7,1,1,7,7,1,7,2,7,1,6,1,2,2,2,2,2,2,1,2,1,1,1,1,1,3,1,0,1,6,1,3,3,3,3,3,3,1,4,2,1,6,5,1
351,40,1,3,18,14,1,1,2,2,2,3,1,1,1,4/23/2024,.988901512,1,1,6,6,1,2,6,6,6,3,4,1,2,2,5,6,6,4,3,3,5,1,1,-9,-9,-9,1,11,10,11,4,1,2,5,4,1,6,6,1,1,3,7,7,3,3,7,5,4,4,7,3,1,1,6,6,2,1,6,4,1,2,5,2,3,6,5,1,7,1,1,7,7,2,7,1,7,1,2,3,2,1,1,1,1,1,2,2,1,6,2,5,1,5,1,0,1,3,1,3,4,4,3,3,4,1,5,4,5,6,5,5
352,57,1,6,16,5,1,1,2,2,2,6,2,2,3,4/23/2024,.946462695,1,1,5,6,5,5,5,6,6,3,4,1,3,4,5,6,6,3,3,2,2,2,-9,1,-9,-9,1,10,5,9,6,1,2,2,1,1,6,6,1,3,1,6,7,7,5,3,3,5,4,5,6,1,2,6,7,4,2,6,6,1,4,4,3,5,7,4,1,6,2,3,5,6,1,7,2,6,3,4,5,1,2,2,1,1,2,2,2,1,6,1,1,1,10,1,2,1,4,1,5,4,3,4,3,4,1,4,4,2,6,6,3
353,51,1,2,2,3,1,2,1,2,2,7,3,2,4,4/23/2024,.580521245,1,1,4,4,6,5,3,5,4,4,3,1,5,5,5,5,4,3,2,2,3,2,-9,1,-9,-9,1,11,8,8,3,1,5,3,5,2,4,5,1,1,1,7,7,6,4,2,2,6,6,4,3,2,5,4,4,4,4,4,6,1,7,7,5,5,6,5,1,6,2,2,6,5,1,6,2,6,5,1,7,2,1,1,1,2,1,2,2,1,7,5,7,1,4,1,0,1,0,1,4,4,4,4,4,4,1,5,5,6,5,5,5
354,64,1,2,18,5,1,2,1,2,2,1,2,1,5,4/24/2024,1.053479031,1,1,6,6,5,5,5,4,4,3,2,1,3,5,5,3,4,3,2,3,3,4,-9,-9,-9,1,1,9,6,9,6,1,1,2,1,1,7,7,1,3,3,5,6,5,1,2,2,5,5,4,4,4,1,6,7,3,3,6,6,1,4,5,3,6,6,5,1,7,1,2,6,4,4,7,1,6,5,4,2,2,1,1,2,2,2,2,2,1,6,3,6,1,5,1,4,1,5,1,5,5,3,5,3,3,1,5,5,3,5,5,5
355,32,1,7,17,14,1,2,2,1,2,2,1,1,2,4/24/2024,.713077356,1,1,6,5,2,1,5,6,6,3,4,1,4,1,5,6,3,6,4,2,4,1,1,-9,-9,-9,1,8,7,9,3,1,1,2,1,1,4,7,1,3,5,7,7,2,1,7,6,2,2,7,7,1,1,7,7,1,1,7,7,1,1,1,1,4,6,1,1,7,1,1,7,7,1,7,1,6,1,6,1,2,1,1,2,1,1,2,2,1,3,1,5,1,6,1,6,1,7,1,3,3,3,5,1,3,1,2,3,3,4,3,2
356,74,2,11,6,3,1,2,1,2,2,1,2,2,8,4/24/2024,1.297430987,1,1,6,6,6,6,6,6,6,1,2,1,6,2,6,6,4,6,1,2,1,3,-9,-9,1,-9,1,6,6,6,6,1,3,3,5,3,5,5,1,1,3,5,7,5,1,3,1,4,4,4,5,4,1,7,7,3,5,4,7,1,3,7,7,7,7,5,1,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2,2,2,1,3,7,5,1,2,1,2,1,2,1,5,5,5,4,5,3,1,4,4,4,4,4,4
357,74,2,1,14,3,1,1,2,2,2,2,2,1,3,4/24/2024,1.047513076,1,1,5,4,2,3,6,5,3,2,2,1,3,3,5,6,3,3,2,1,1,4,-9,-9,-9,1,1,11,9,11,6,1,1,1,1,1,7,7,1,3,3,6,7,4,2,5,4,4,4,5,5,3,6,6,7,4,3,6,6,1,2,4,2,4,7,4,1,7,2,2,6,6,2,7,1,4,2,7,1,1,1,1,1,1,1,2,2,1,5,5,4,1,7,1,3,1,3,1,3,3,3,3,3,3,1,4,3,2,5,2,4
358,68,2,5,20,17,1,2,1,2,2,7,1,2,3,4/24/2024,.534487397,1,1,6,6,3,3,4,5,5,3,3,1,3,2,4,6,4,5,2,2,3,1,1,-9,-9,-9,1,9,7,9,7,1,4,3,4,3,5,5,1,1,2,5,6,4,2,4,4,4,4,5,6,4,3,5,6,4,4,5,5,1,4,4,2,4,4,4,1,6,3,1,7,4,2,7,1,4,4,4,3,1,1,1,2,2,2,2,2,1,4,2,3,1,5,1,0,1,1,1,4,4,4,4,4,3,1,4,4,4,4,4,4
359,75,1,7,18,17,1,1,2,2,2,1,2,1,5,4/24/2024,.906087398,1,1,4,4,6,4,4,5,5,4,6,1,5,5,5,3,5,4,4,4,5,3,-9,-9,1,-9,1,6,6,7,6,1,2,4,5,7,1,7,1,2,2,7,4,4,3,6,4,7,7,2,2,4,5,3,4,4,5,5,5,1,6,6,3,5,5,5,1,6,2,5,1,1,5,1,4,4,4,4,2,2,2,2,2,2,2,1,2,1,7,4,3,1,997,1,3,1,4,1,2,2,3,5,3,5,1,5,6,5,5,4,3
360,69,2,4,16,16,2,2,1,2,2,2,1,1,5,4/27/2024,.731938381,1,1,4,4,3,3,3,1,4,3,3,1,3,3,3,6,4,3,4,2,2,3,-9,-9,1,-9,1,6,5,6,4,1,5,2,4,5,4,4,1,3,5,3,5,3,4,5,5,5,5,6,3,5,4,5,4,6,4,3,4,1,6,6,3,5,5,5,1,6,3,5,2,2,5,6,2,4,5,2,4,2,2,2,2,2,2,1,2,1,5,4,5,1,6,1,6,1,6,1,1,4,2,3,3,4,1,5,6,4,4,5,2
361,44,1,11,16,11,1,2,2,1,2,5,1,1,2,4/23/2024,.449654673,1,1,6,6,3,5,4,4,6,4,3,1,2,4,4,5,6,5,3,3,4,1,1,-9,-9,-9,1,11,8,11,8,1,4,3,4,4,4,4,1,1,1,7,7,5,3,4,3,5,5,6,6,4,2,4,6,4,4,5,5,1,6,1,1,1,5,7,1,7,1,1,7,7,1,6,1,7,1,6,1,1,1,1,1,1,1,2,2,1,3,1,5,1,6,1,2,1,4,1,4,4,4,4,4,3,1,6,7,6,5,6,7
362,55,1,7,18,14,2,1,1,2,2,2,1,1,8,4/26/2024,.620178592,1,1,4,4,5,4,5,5,4,6,4,1,2,3,5,4,3,4,6,5,6,1,1,-9,-9,-9,1,8,7,8,6,1,6,7,7,7,6,4,1,1,1,7,7,5,2,4,4,5,5,6,4,1,4,5,6,6,1,7,7,1,3,2,3,5,5,4,1,7,3,6,1,1,7,6,4,4,7,6,1,2,1,2,1,2,2,2,2,1,5,3,2,1,1,1,0,1,2,1,5,2,2,2,2,2,1,6,6,6,6,7,6
363,68,1,3,5,8,1,2,1,2,2,1,1,2,5,4/23/2024,.681249973,1,1,3,3,6,5,3,3,4,2,4,1,5,4,3,3,2,2,2,2,2,4,-9,-9,-9,1,1,6,6,9,3,1,5,5,6,4,3,6,1,4,4,6,5,5,5,3,4,5,3,5,5,7,5,5,4,6,6,4,4,1,5,6,4,4,5,3,1,5,4,5,4,2,4,7,3,4,5,1,6,2,2,1,2,2,2,2,2,1,7,4,4,1,997,1,7,1,5,1,5,3,3,4,5,4,1,6,5,6,5,5,4
364,25,2,8,18,14,1,2,2,1,2,1,2,2,5,4/23/2024,1.338707768,1,1,6,5,5,3,4,6,6,6,5,1,3,4,5,5,3,5,5,2,2,1,1,-9,-9,-9,1,9,7,9,5,1,2,3,2,2,5,6,1,3,4,5,6,7,3,2,3,6,6,2,3,5,1,6,5,4,2,4,7,1,3,5,5,4,6,4,1,7,1,5,7,7,2,7,1,6,4,4,3,1,1,1,2,2,1,2,2,1,5,2,5,1,6,1,5,1,5,1,5,3,2,3,3,3,1,3,6,6,5,6,5
365,65,2,2,4,3,1,2,2,1,2,5,2,1,8,4/26/2024,2.737572344,1,1,4,4,5,4,5,3,3,1,2,1,4,5,6,4,2,2,2,2,2,3,-9,-9,1,-9,1,6,7,7,8,1,4,5,4,4,5,6,1,3,2,5,6,6,5,3,3,7,6,5,4,4,4,5,5,5,5,5,5,1,6,5,4,4,5,6,1,5,3,5,4,5,4,3,4,5,4,2,6,2,1,2,2,2,2,2,2,1,5,7,6,1,5,1,4,1,4,1,2,2,2,3,3,4,1,6,6,5,4,4,4
366,25,2,11,16,3,1,2,2,1,2,5,1,1,2,4/24/2024,.718868344,1,1,6,6,2,2,6,6,6,4,4,1,4,2,5,6,6,6,4,1,3,4,-9,-9,-9,1,1,10,4,8,6,1,5,5,5,3,5,6,1,1,1,7,7,3,2,5,6,1,1,7,7,2,1,7,7,1,1,7,7,1,1,2,1,5,5,4,1,7,4,1,7,7,1,7,1,7,1,6,1,1,1,1,1,1,2,2,2,1,5,3,2,1,3,1,0,1,0,1,1,3,1,3,3,3,1,3,5,6,5,5,7
367,35,2,4,15,16,1,2,2,1,2,7,2,2,6,4/25/2024,.517280234,1,1,5,4,5,5,6,4,5,1,3,1,5,5,5,4,4,2,2,3,2,4,-9,-9,-9,1,1,6,3,1,4,1,5,5,4,5,4,1,1,1,1,7,6,6,4,3,2,6,6,3,4,4,4,4,6,4,2,4,6,1,1,6,4,4,5,1,1,1,7,4,1,1,7,2,4,1,7,1,6,2,2,2,2,2,2,1,2,1,6,4,3,1,2,1,0,1,0,1,5,3,3,5,5,5,1,5,4,4,6,5,4
368,56,2,11,16,17,1,2,1,2,2,6,1,1,8,4/24/2024,1.083652989,1,1,6,6,3,2,6,6,6,2,1,1,3,2,6,6,3,3,1,1,2,2,-9,1,-9,-9,1,8,1,11,4,1,1,1,1,1,6,6,1,2,2,6,6,4,2,3,3,2,2,6,5,2,1,6,6,3,2,6,6,1,2,1,2,3,4,5,1,7,1,1,7,7,1,7,1,5,1,4,1,1,1,1,2,1,1,2,2,1,2,5,2,1,5,1,3,1,3,1,3,4,3,3,3,3,1,3,3,3,5,3,2
369,54,1,8,16,8,3,1,2,2,2,1,2,2,8,4/24/2024,.982291236,1,1,4,6,4,4,5,4,5,2,4,1,4,6,5,4,6,5,3,3,4,2,-9,1,-9,-9,1,9,11,11,8,1,4,3,3,2,5,4,1,2,1,7,7,7,7,4,3,1,7,3,1,3,1,7,7,5,4,7,7,1,7,5,7,4,4,4,1,7,1,3,3,4,4,7,1,4,7,4,7,2,2,2,2,2,1,2,2,1,7,3,7,1,4,1,2,1,2,1,4,4,4,4,4,3,1,4,7,7,7,7,4
370,46,2,9,9,16,1,2,1,2,2,2,1,2,2,4/23/2024,1.284129812,1,1,6,6,1,1,2,6,6,1,1,1,3,2,3,5,5,1,1,3,3,2,-9,1,-9,-9,1,11,10,11,1,1,1,1,1,1,6,7,1,1,1,7,7,1,1,6,4,4,3,6,6,1,1,7,7,4,1,7,7,1,1,1,1,5,4,6,1,7,1,1,7,6,1,7,1,6,2,7,1,1,1,1,1,2,1,2,2,1,7,4,5,1,0,1,0,1,2,1,3,4,4,1,3,3,1,6,7,6,7,7,7
371,74,1,10,18,8,1,2,1,2,2,3,1,1,4,4/23/2024,.8353029,1,1,6,6,5,4,5,4,6,3,4,1,4,5,5,5,3,4,4,4,4,1,1,-9,-9,-9,1,10,9,10,4,1,2,4,1,3,5,7,1,2,2,6,7,4,3,3,3,4,4,5,4,2,1,6,5,5,3,5,5,1,5,4,2,4,5,4,1,6,3,3,5,6,1,6,1,5,1,4,2,2,1,1,2,2,1,2,2,1,4,1,5,1,5,1,2,1,2,1,3,4,4,5,3,3,1,5,5,4,5,3,4
372,52,2,10,11,10,1,1,1,2,2,1,2,2,8,4/28/2024,.772935561,1,1,6,3,4,4,5,5,3,3,2,1,4,4,5,4,2,5,2,1,2,2,-9,1,-9,-9,1,6,6,7,8,1,4,4,2,3,6,6,1,2,2,5,6,5,6,3,2,6,6,4,2,3,3,4,5,4,2,4,6,1,6,7,7,5,4,6,1,5,4,5,2,2,6,4,4,4,5,2,4,2,1,2,2,2,2,2,2,1,6,6,6,1,1,1,1,1,1,1,5,5,5,2,2,3,1,6,6,5,6,6,2
373,58,1,6,18,4,1,1,1,2,2,1,2,2,8,4/24/2024,.948997236,1,1,4,3,3,4,5,4,6,3,2,1,5,2,3,5,4,4,2,2,2,4,-9,-9,-9,1,1,1,1,1,6,1,3,3,4,2,4,4,1,1,1,7,7,3,2,5,5,7,7,3,1,5,4,7,4,5,5,5,3,1,5,6,4,4,7,1,1,4,1,7,1,1,7,4,4,1,7,1,7,2,1,2,1,2,2,2,2,1,7,1,4,1,0,1,0,1,0,1,3,3,3,3,1,3,1,6,5,5,5,4,2
374,60,2,8,3,17,1,2,1,2,2,3,2,2,4,4/24/2024,3.429406767,1,1,6,5,6,5,5,6,5,1,1,1,5,5,5,5,4,5,1,1,1,4,-9,-9,-9,1,1,7,7,6,8,1,1,1,1,1,6,6,1,2,2,5,6,6,3,4,2,1,4,7,6,1,1,7,7,3,2,7,7,1,2,5,4,4,4,4,1,6,2,4,5,4,3,6,3,4,4,5,2,2,2,1,2,2,2,2,2,1,7,7,4,1,7,1,3,1,3,1,5,5,5,4,5,3,1,4,5,5,4,4,5
375,58,2,3,16,13,1,2,1,2,2,1,2,1,8,4/23/2024,.893417214,1,1,5,5,6,6,5,6,5,3,2,1,5,5,5,5,3,3,2,2,2,2,-9,1,-9,-9,1,5,5,5,7,1,4,5,4,2,5,6,1,4,3,5,7,4,4,2,3,6,2,2,3,2,2,7,6,2,2,6,6,1,2,2,2,6,6,5,1,6,2,6,3,1,6,5,4,4,7,4,3,2,1,1,1,2,1,2,2,1,5,5,7,1,7,1,6,1,6,1,1,3,3,3,1,3,1,5,2,5,2,2,2
376,72,2,6,4,7,1,2,1,2,2,7,3,1,8,4/24/2024,2.420134975,1,1,5,4,4,4,4,5,5,2,3,1,3,3,3,3,2,3,2,2,2,1,1,-9,-9,-9,1,6,6,6,6,1,5,5,5,4,3,4,1,4,4,4,5,4,4,3,4,5,5,3,3,2,4,5,5,4,4,4,5,1,4,3,3,4,4,3,1,4,4,4,4,1,6,4,4,4,4,3,3,2,2,2,1,2,2,2,2,1,4,6,3,1,7,1,7,1,7,1,5,5,5,4,5,3,1,4,3,4,4,4,4
377,53,1,9,16,12,1,2,1,2,2,2,1,1,5,4/23/2024,.898689895,1,1,4,3,3,4,4,5,3,3,3,1,3,4,3,4,4,5,4,3,3,4,-9,-9,-9,1,1,7,7,9,7,1,5,4,3,4,6,6,1,4,4,5,5,4,3,4,6,4,4,5,4,5,3,7,5,3,3,5,6,1,4,3,4,4,6,5,1,7,3,2,6,3,1,7,4,5,4,4,3,1,1,2,2,2,1,2,2,1,3,3,6,1,7,1,4,1,6,1,3,3,4,1,1,2,1,4,4,5,5,4,5
378,70,1,7,16,5,1,2,2,1,2,3,1,1,2,4/24/2024,.446343976,1,1,4,4,2,1,3,3,5,2,5,1,2,1,3,4,4,3,1,1,3,4,-9,-9,-9,1,1,10,9,4,3,1,4,6,7,6,1,5,1,1,3,7,7,1,1,6,6,6,6,4,2,1,5,6,6,2,5,6,7,1,3,1,2,2,3,3,1,7,1,4,4,6,1,7,1,7,1,5,1,2,1,2,2,2,2,2,2,1,6,2,2,1,5,1,2,1,6,1,5,4,3,4,3,4,1,2,4,1,6,6,3
379,33,2,7,15,14,4,1,2,2,2,1,1,1,6,4/23/2024,.371730923,1,1,5,6,5,5,6,4,5,5,5,1,5,5,5,5,4,5,6,5,5,2,-9,1,-9,-9,1,9,5,9,7,1,6,6,5,3,2,2,1,2,1,5,7,5,3,5,4,4,5,5,4,5,5,2,4,3,5,5,5,1,3,1,2,4,2,2,1,5,5,6,5,3,3,2,3,2,5,2,3,2,1,1,1,2,2,2,2,1,5,2,4,1,7,1,5,1,5,1,3,2,3,3,2,2,1,3,4,3,3,5,3
380,83,2,8,20,3,1,2,1,2,2,7,2,1,4,4/24/2024,.781370786,1,1,5,6,6,6,6,6,6,3,2,1,5,5,6,6,3,5,2,2,3,4,-9,-9,-9,1,1,9,9,9,7,1,1,3,1,3,5,6,1,4,4,6,5,6,2,2,4,5,4,4,5,4,2,6,6,2,2,5,6,1,4,4,4,4,5,4,1,7,2,1,6,4,2,7,1,4,4,5,4,2,2,1,1,2,2,2,2,1,5,3,7,1,5,1,5,1,5,1,4,4,4,3,2,3,1,5,5,5,5,5,4
381,77,2,4,11,7,1,2,1,2,2,1,2,1,6,4/24/2024,1.493021791,1,1,5,5,4,5,5,5,6,1,3,1,5,5,5,6,2,4,1,2,2,3,-9,-9,1,-9,1,7,6,8,6,1,1,4,4,3,4,4,1,2,3,4,6,4,2,4,4,6,6,4,7,2,1,7,4,4,4,5,6,1,6,5,4,5,5,4,1,5,5,4,3,4,4,5,3,5,4,4,4,2,2,1,2,2,2,2,2,1,3,4,5,1,997,1,5,1,5,1,3,3,5,4,3,3,1,2,3,2,6,2,4
382,69,1,4,16,9,1,2,2,1,2,1,2,1,6,4/23/2024,.946045881,1,1,6,5,5,6,5,3,5,3,3,1,3,4,5,2,2,4,3,2,4,2,-9,1,-9,-9,1,6,4,6,7,1,6,5,7,7,2,1,1,2,4,5,5,5,4,2,3,6,6,2,3,6,4,5,4,6,5,2,5,1,3,5,5,5,5,2,1,5,2,5,3,4,4,6,1,2,4,2,3,1,1,2,2,2,2,2,2,1,4,1,3,1,4,1,5,1,6,1,3,3,2,3,3,3,1,5,2,3,5,2,1
